;Place_ID;Address;Phone Number;Price level;Avg rating;Amount of ratings;Vegetarian;Beer;Wine;Opening Hours;tags
157;ChIJ8_DcBJd0_UYRdT7KEq6b9lM;Miszewskiego 18A, 80-239 Gdańsk, Poland;;1;4.1;1697;;True;False;[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 2, 'time': '0130'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0130'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0130'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0130'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
158;ChIJo_hIf8B0_UYR5p8PWlJb_wA;Jana Kilińskiego 4, 80-452 Gdańsk, Poland;+48 533 383 334;2;4.6;3431;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']
159;ChIJpb4YtTGn_UYR-862kad-kVo;Świętojańska 65, 81-391 Gdynia, Poland;+48 533 833 333;1;4.7;2038;True;False;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
160;ChIJN3fVcaYL_UYRUX0MlouakcY;Obrońców Wybrzeża 3C/U13-14, 80-398 Gdańsk, Poland;+48 504 738 008;2;4.8;1105;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
161;ChIJD1MN8ul1_UYRnOuTJpL8sqU;Wyspiańskiego Róg Białej, 80-434 Gdańsk, Poland;+48 730 088 819;2;4.7;1119;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']
162;ChIJ_aStKDKn_UYR6Y3JpO16rx8;Świętojańska 98, 81-388 Gdynia, Poland;+48 58 380 09 09;2;4.7;566;;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
163;ChIJBTSlGuVz_UYR-NgIIRf9yhg;Lisia Grobla 7, 80-860 Gdańsk, Poland;+48 729 633 166;;4.8;592;;;;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2330'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2330'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
164;ChIJccUJG1Z1_UYR0dJZaHAxHZs;Stanisława Wyspiańskiego 2, 80-434 Gdańsk, Poland;+48 730 066 850;2;4.6;1432;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
165;ChIJaQuXCiFz_UYRsPgANm6Hg1Q;Długie Pobrzeże 15, 80-888 Gdańsk, Poland;+48 690 069 909;2;4.6;5138;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
166;ChIJ5QggoVF1_UYRoFl6TUqDpj8;Konrada Leczkowa 12, 80-432 Gdańsk, Poland;+48 513 833 105;;4.8;57;;;;[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0800'}}];['store', 'food', 'point_of_interest', 'establishment']
167;ChIJbwasUl2n_UYR7AYBBWdb6iM;Starowiejska 30, 81-356 Gdynia, Poland;+48 505 972 849;2;4.7;1233;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
168;ChIJb9ZQrVGh_UYRwhmBFd2UMr8;Batory Food Hall, 10 Lutego 11, 81-001 Gdynia, Poland;+48 726 155 350;;4.7;159;True;False;;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']
169;ChIJ12KpjzGn_UYRlgdjWK0uiYg;Świętojańska 87, 81-389 Gdynia, Poland;+48 692 391 331;2;4.6;3501;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1000'}}];['cafe', 'night_club', 'store', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']
170;ChIJXTr4Y9an_UYRO1DjcjT9zTI;al. Marszałka Piłsudskiego 11, 81-406 Gdynia, Poland;+48 516 682 028;;4.8;497;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
171;ChIJOwLTxYef_UYRSAje2fUKxJk;Koziorożca 29/U1, 80-299 Gdańsk, Poland;+48 519 383 450;2;4.7;638;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
172;ChIJh6SSGlCn_UYRD7IsyDazeho;Starodworcowa 1C, 81-575 Gdynia, Poland;+48 508 043 730;2;4.7;471;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
173;ChIJH5yY6EML_UYRU_f3O5KtYLA;Prezydenta Lecha Kaczyńskiego 18, 80-365 Gdańsk, Poland;+48 511 637 219;2;4.8;823;;True;False;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
174;ChIJJRFLCfyn_UYRMVGUEW49hyQ;10 Lutego 11, 81-384 Gdynia, Poland;+48 513 788 851;;4.4;345;True;;;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
175;ChIJ5xgNQQCh_UYRuGvcNGcJDME;Narcyzowa 1/1b, 81-653 Gdynia, Poland;+48 690 369 797;;4.8;24;;;;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
176;ChIJmfrK5Oh0_UYRh72WYMwAGbk;Juliusza Słowackiego 21, 80-257 Gdańsk, Poland;+48 607 609 205;2;4.4;2141;True;True;True;[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
177;ChIJnwPwpTqn_UYRH6ZTmJi6Ork;Świętojańska 46, 81-368 Gdynia, Poland;+48 786 121 100;2;4.6;5399;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
178;ChIJD6JReJAK_UYRu34a36MUQuc;Aleja Niepodległości 792, 81-881 Sopot, Poland;+48 58 555 22 70;1;3.6;368;;False;False;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
179;ChIJKRXXWTKn_UYRwuYifaIcaGI;Świętojańska 126, 81-381 Gdynia, Poland;+48 58 620 31 00;1;4.1;521;;False;False;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
180;ChIJYfhVCJIK_UYRC_zJVeeS8jY;12/16, Grunwaldzka, 81-750 Sopot, Poland;+48 58 341 94 49;3;4.6;1027;;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1300'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1300'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
181;ChIJIZ__940K_UYR989YLuqB6SU;Grunwaldzka 8-10/3, 81-759 Sopot, Poland;+48 605 510 757;2;4.6;2718;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1230'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1230'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1230'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1230'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1230'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1330'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1330'}}];['bar', 'night_club', 'restaurant', 'food', 'point_of_interest', 'establishment']
182;ChIJS5MpH6Cn_UYRMmmEU0MNPHk;Starowiejska 1, 81-356 Gdynia, Poland;+48 58 380 11 33;2;4.8;2567;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'point_of_interest', 'food', 'establishment']
183;ChIJXefamROn_UYRFB2QCVCULRk;Kazimierza Tetmajera 8, 81-406 Gdynia, Poland;+48 576 898 808;2;4.9;551;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
184;ChIJJZ9MrhRz_UYRzclmYKxKnSM;Podwale Staromiejskie 102B, 80-844 Gdańsk, Poland;+48 575 358 016;2;4.7;3039;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']
185;ChIJ7RhwoCCh_UYR5R32AeEKo9k;Kazimierza Górskiego 2, 81-304 Gdynia, Poland;+48 572 215 991;;4.8;81;;;;[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
186;ChIJfaufehcL_UYRRBA2zEIU-hU;Bohaterów Monte Cassino 48, 81-759 Sopot, Poland;+48 532 820 862;2;4.6;1558;True;True;True;[{'close': {'day': 1, 'time': '0100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
187;ChIJd1k90SSn_UYR9TKzDjU1c1Y;Abrahama 20, 81-352 Gdynia, Poland;+48 537 301 777;2;4.7;3346;True;True;True;[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
188;ChIJFzGFu59z_UYRSNAvKNt13wk;Lektykarska 1/2/m2, 80-832 Gdańsk, Poland;+48 722 010 160;2;4.5;2086;True;True;True;[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}];['restaurant', 'food', 'point_of_interest', 'establishment']
189;ChIJ_1LQKQqn_UYROcriyamaMk8;Cechowa 9/2, 81-174 Gdynia, Poland;+48 515 517 999;2;4.8;1068;True;True;True;[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1200'}}];['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
190;ChIJ_zy25kin_UYRbH3rn59BP5A;Świętojańska 21, 81-372 Gdynia, Poland;+48 690 503 504;;4.8;429;;True;True;[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1200'}}];['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']
